,Unnamed: 0,Litres,PDF,Wiki,Имя,Short name,Отчество,Фамилия,Название,Ссылка,Score,Авт. Права,Дата смерти,Wiki id,Авт. права wiki
227,227,0,0,1,Н.,Н,М.,Языков,Ау!,ru.wikisource.org/wiki/%D0%90%D1%83!,1,0,,Q19180377,1
228,228,0,0,1,Н.,Н,М.,Языков,Пловец,ru.wikisource.org/wiki/%D0%9F%D0%BB%D0%BE%D0%B2%D0%B5%D1%86,1,0,,Q19180377,1
229,229,1,1,1,Н.,Н,С.,Лесков,Левша,ru.wikisource.org/wiki/%D0%9B%D0%B5%D0%B2%D1%88%D0%B0,3,0,"(21, 2, 1895)",Q209004,0
230,230,1,1,1,Н.,Н,С.,Лесков,Очарованный странник,ru.wikisource.org/wiki/%D0%9E%D1%87%D0%B0%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%BD%D0%B8%D0%BA,3,0,"(21, 2, 1895)",Q209004,0
231,231,0,1,1,Н.,Н,Г.,Чернышевский,Что делать?,ru.wikisource.org/wiki/%D0%A7%D1%82%D0%BE_%D0%B4%D0%B5%D0%BB%D0%B0%D1%82%D1%8C%3F_(%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D1%88%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),2,0,"(17, 10, 1889)",Q192331,0
232,232,0,1,1,И.,И,А.,Гончаров,Обыкновенная история,ru.wikisource.org/wiki/%D0%9E%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_(%D0%93%D0%BE%D0%BD%D1%87%D0%B0%D1%80%D0%BE%D0%B2),2,0,,,1
233,233,1,1,1,И.,И,А.,Гончаров,Обломов,ru.wikisource.org/wiki/%D0%9E%D0%B1%D0%BB%D0%BE%D0%BC%D0%BE%D0%B2,3,0,,,1
234,234,0,1,1,И.,И,А.,Гончаров,Обрыв,ru.wikisource.org/wiki/%D0%9E%D0%B1%D1%80%D1%8B%D0%B2,2,0,,,1
235,235,0,0,1,И.,И,А.,Гончаров,Мильон терзаний,ru.wikisource.org/wiki/%D0%9C%D0%B8%D0%BB%D1%8C%D0%BE%D0%BD_%D1%82%D0%B5%D1%80%D0%B7%D0%B0%D0%BD%D0%B8%D0%B9,1,0,,,1
236,236,0,0,1,И.,И,С.,Никитин,Русь,ru.wikisource.org/wiki/%D0%A0%D1%83%D1%81%D1%8C_(%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B8%D0%BD),1,0,,Q4319723,1
237,237,0,0,1,И.,И,С.,Никитин,Утро,ru.wikisource.org/wiki/%D0%A3%D1%82%D1%80%D0%BE_(%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B8%D0%BD),1,0,,Q4319723,1
238,238,0,0,1,И.,И,С.,Никитин,Встреча зимы,ru.wikisource.org/wiki/%D0%92%D1%81%D1%82%D1%80%D0%B5%D1%87%D0%B0_%D0%B7%D0%B8%D0%BC%D1%8B,1,0,,Q4319723,1
239,239,0,0,1,И.,И,С.,Никитин,Ярко звезд мерцанье,ru.wikisource.org/wiki/%D0%AF%D1%80%D0%BA%D0%BE_%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4_%D0%BC%D0%B5%D1%80%D1%86%D0%B0%D0%BD%D1%8C%D0%B5,1,0,,Q4319723,1
240,240,0,0,1,И.,И,С.,Никитин,Лес,ru.wikisource.org/wiki/%D0%9B%D0%B5%D1%81_(%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B8%D0%BD),1,0,,Q4319723,1
241,241,0,0,1,А.,А,Н.,Толстой,Пётр I,ru.wikisource.org/wiki/%D0%9B%D0%B5%D1%81_(%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B8%D0%BD),1,0,"(23, 2, 1945)",Q192279,0
242,242,0,0,1,А.,А,К.,Толстой,Где гнутся над омутом лозы…,ru.wikisource.org/wiki/%D0%93%D0%B4%D0%B5_%D0%B3%D0%BD%D1%83%D1%82%D1%81%D1%8F_%D0%BD%D0%B0%D0%B4_%D0%BE%D0%BC%D1%83%D1%82%D0%BE%D0%BC_%D0%BB%D0%BE%D0%B7%D1%8B_(%D0%90._%D0%9A._%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9),1,0,"(28, 9, 1875)",Q212575,0
243,243,0,0,1,А.,А,К.,Толстой,"Край ты мой, родимый край…","ru.wikisource.org/wiki/%D0%9A%D1%80%D0%B0%D0%B9_%D1%82%D1%8B_%D0%BC%D0%BE%D0%B9,_%D1%80%D0%BE%D0%B4%D0%B8%D0%BC%D1%8B%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9_(%D0%90._%D0%9A._%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)",1,0,"(28, 9, 1875)",Q212575,0
244,244,0,0,1,А.,А,К.,Толстой,Благовест,ru.wikisource.org/wiki/%D0%91%D0%BB%D0%B0%D0%B3%D0%BE%D0%B2%D0%B5%D1%81%D1%82_(%D0%90._%D0%9A._%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9),1,0,"(28, 9, 1875)",Q212575,0
245,245,0,0,1,А.,А,К.,Толстой,Средь шумного бала…,"ru.wikisource.org/wiki/%D0%A1%D1%80%D0%B5%D0%B4%D1%8C_%D1%88%D1%83%D0%BC%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B1%D0%B0%D0%BB%D0%B0,_%D1%81%D0%BB%D1%83%D1%87%D0%B0%D0%B9%D0%BD%D0%BE_(%D0%90._%D0%9A._%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)",1,0,"(28, 9, 1875)",Q212575,0
246,246,0,0,1,А.,А,К.,Толстой,"Коль любить, так без рассудку…","ru.wikisource.org/wiki/%D0%9A%D0%BE%D0%BB%D1%8C_%D0%BB%D1%8E%D0%B1%D0%B8%D1%82%D1%8C,_%D1%82%D0%B0%D0%BA_%D0%B1%D0%B5%D0%B7_%D1%80%D0%B0%D1%81%D1%81%D1%83%D0%B4%D0%BA%D1%83_(%D0%90._%D0%9A._%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D0%BE%D0%B9)",1,0,"(28, 9, 1875)",Q212575,0
247,247,1,1,1,М.,М,Е.,Салтыков-Щедрин,История одного города,ru.wikisource.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%BE%D0%B4%D0%BD%D0%BE%D0%B3%D0%BE_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0,3,0,"(28, 4, 1889)",Q211785,0
248,248,0,1,1,М.,М,Е.,Салтыков-Щедрин,Вяленая вобла,ru.wikisource.org/wiki/%D0%92%D1%8F%D0%BB%D0%B5%D0%BD%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B1%D0%BB%D0%B0,2,0,"(28, 4, 1889)",Q211785,0
249,249,1,0,1,М.,М,Е.,Салтыков-Щедрин,"Повесть о том, как один мужик двух генералов прокормил","ru.wikisource.org/wiki/%D0%9F%D0%BE%D0%B2%D0%B5%D1%81%D1%82%D1%8C_%D0%BE_%D1%82%D0%BE%D0%BC,_%D0%BA%D0%B0%D0%BA_%D0%BE%D0%B4%D0%B8%D0%BD_%D0%BC%D1%83%D0%B6%D0%B8%D0%BA_%D0%B4%D0%B2%D1%83%D1%85_%D0%B3%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%BE%D0%B2_%D0%BF%D1%80%D0%BE%D0%BA%D0%BE%D1%80%D0%BC%D0%B8%D0%BB",2,0,"(28, 4, 1889)",Q211785,0
250,250,0,0,1,М.,М,Е.,Салтыков-Щедрин,Дикий помещик,ru.wikisource.org/wiki/%D0%94%D0%B8%D0%BA%D0%B8%D0%B9_%D0%BF%D0%BE%D0%BC%D0%B5%D1%89%D0%B8%D0%BA,1,0,"(28, 4, 1889)",Q211785,0
251,251,1,1,1,М.,М,Е.,Салтыков-Щедрин,Медведь на воеводстве,ru.wikisource.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C_%D0%BD%D0%B0_%D0%B2%D0%BE%D0%B5%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%B5,3,0,"(28, 4, 1889)",Q211785,0
252,252,1,1,1,Ф.,Ф,М.,Достоевский,Преступление и наказание,ru.wikisource.org/wiki/%D0%9F%D1%80%D0%B5%D1%81%D1%82%D1%83%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B8_%D0%BD%D0%B0%D0%BA%D0%B0%D0%B7%D0%B0%D0%BD%D0%B8%D0%B5_(%D0%94%D0%BE%D1%81%D1%82%D0%BE%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),3,0,"(9, 2, 1881)",Q991,0
253,253,0,1,1,Ф.,Ф,М.,Достоевский,Идиот,ru.wikisource.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D1%82,2,0,"(9, 2, 1881)",Q991,0
254,254,0,0,1,Ф.,Ф,М.,Достоевский,Мальчик у Христа на ёлке,ru.wikisource.org/wiki/%D0%9C%D0%B0%D0%BB%D1%8C%D1%87%D0%B8%D0%BA_%D1%83_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%B0_%D0%BD%D0%B0_%D1%91%D0%BB%D0%BA%D0%B5,1,0,"(9, 2, 1881)",Q991,0
255,255,1,1,1,Ф.,Ф,М.,Достоевский,Белые ночи,ru.wikisource.org/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B5_%D0%BD%D0%BE%D1%87%D0%B8,3,0,"(9, 2, 1881)",Q991,0
256,256,0,1,1,Ф.,Ф,М.,Достоевский,Бедные люди,ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B4%D0%BD%D1%8B%D0%B5_%D0%BB%D1%8E%D0%B4%D0%B8_(%D0%94%D0%BE%D1%81%D1%82%D0%BE%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),2,0,"(9, 2, 1881)",Q991,0
257,257,0,0,1,В.,В,Г.,Короленко,Чудная,ru.wikisource.org/wiki/%D0%A7%D1%83%D0%B4%D0%BD%D0%B0%D1%8F_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE),1,0,,Q4370825,1
258,258,0,0,1,В.,В,Г.,Короленко,Без языка,ru.wikisource.org/wiki/%D0%A7%D1%83%D0%B4%D0%BD%D0%B0%D1%8F_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE),1,0,,Q4370825,1
259,259,0,0,1,В.,В,Г.,Короленко,Река играет,ru.wikisource.org/wiki/%D0%A0%D0%B5%D0%BA%D0%B0_%D0%B8%D0%B3%D1%80%D0%B0%D0%B5%D1%82_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE),1,0,,Q4370825,1
260,260,0,1,1,В.,В,Г.,Короленко,Парадокс,ru.wikisource.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D0%B4%D0%BE%D0%BA%D1%81_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE),2,0,,Q4370825,1
261,261,0,0,1,В.,В,Г.,Короленко,Огоньки,ru.wikisource.org/wiki/%D0%9E%D0%B3%D0%BE%D0%BD%D1%8C%D0%BA%D0%B8_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE),1,0,,Q4370825,1
262,262,1,1,1,В.,В,Г.,Короленко,В дурном обществе,ru.wikisource.org/wiki/%D0%92_%D0%B4%D1%83%D1%80%D0%BD%D0%BE%D0%BC_%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B5_(%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE),3,0,,Q4370825,1
263,263,0,0,1,В.,В,Г.,Короленко,Публицистика,,1,0,,Q4370825,1
264,264,0,0,1,В.,В,Г.,Короленко,Письма к Луначарскому,,1,0,,Q4370825,1
265,265,0,0,1,А.,А,П.,Чехов,Дядя Ваня,ru.wikisource.org/wiki/%D0%94%D1%8F%D0%B4%D1%8F_%D0%92%D0%B0%D0%BD%D1%8F_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
266,266,0,0,1,А.,А,П.,Чехов,Вишнёвый сад,ru.wikisource.org/wiki/%D0%92%D0%B8%D1%88%D0%BD%D1%91%D0%B2%D1%8B%D0%B9_%D1%81%D0%B0%D0%B4_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
267,267,0,1,1,А.,А,П.,Чехов,Лошадиная фамилия,ru.wikisource.org/wiki/%D0%9B%D0%BE%D1%88%D0%B0%D0%B4%D0%B8%D0%BD%D0%B0%D1%8F_%D1%84%D0%B0%D0%BC%D0%B8%D0%BB%D0%B8%D1%8F_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),2,0,,Q28913234,1
268,268,0,0,1,А.,А,П.,Чехов,Пересолил,ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%BB%D0%B8%D0%BB_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
269,269,1,0,1,А.,А,П.,Чехов,Хамелеон,ru.wikisource.org/wiki/%D0%A5%D0%B0%D0%BC%D0%B5%D0%BB%D0%B5%D0%BE%D0%BD_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),2,0,,Q28913234,1
270,270,1,1,1,А.,А,П.,Чехов,Толстый и тонкий,ru.wikisource.org/wiki/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8B%D0%B9_%D0%B8_%D1%82%D0%BE%D0%BD%D0%BA%D0%B8%D0%B9_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),3,0,,Q28913234,1
271,271,0,0,1,А.,А,П.,Чехов,Злоумышленник,ru.wikisource.org/wiki/%D0%97%D0%BB%D0%BE%D1%83%D0%BC%D1%8B%D1%88%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
272,272,0,0,1,А.,А,П.,Чехов,Налим,ru.wikisource.org/wiki/%D0%9D%D0%B0%D0%BB%D0%B8%D0%BC_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
273,273,1,0,1,А.,А,П.,Чехов,Смерть чиновника,ru.wikisource.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D1%87%D0%B8%D0%BD%D0%BE%D0%B2%D0%BD%D0%B8%D0%BA%D0%B0_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),2,0,,Q28913234,1
274,274,0,0,1,А.,А,П.,Чехов,Хирургия,ru.wikisource.org/wiki/%D0%A5%D0%B8%D1%80%D1%83%D1%80%D0%B3%D0%B8%D1%8F_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
275,275,0,0,1,А.,А,П.,Чехов,Размазня,ru.wikisource.org/wiki/%D0%A0%D0%B0%D0%B7%D0%BC%D0%B0%D0%B7%D0%BD%D1%8F_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
276,276,0,0,1,А.,А,П.,Чехов,На мельнице,ru.wikisource.org/wiki/%D0%9D%D0%B0_%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B5_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
277,277,0,0,1,А.,А,П.,Чехов,Волк,ru.wikisource.org/wiki/%D0%92%D0%BE%D0%BB%D0%BA_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
278,278,0,0,1,А.,А,П.,Чехов,Переполох,ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D0%BF%D0%BE%D0%BB%D0%BE%D1%85_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
279,279,0,0,1,А.,А,П.,Чехов,Егерь,ru.wikisource.org/wiki/%D0%95%D0%B3%D0%B5%D1%80%D1%8C_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
280,280,1,0,1,А.,А,П.,Чехов,Тоска,ru.wikisource.org/wiki/%D0%A2%D0%BE%D1%81%D0%BA%D0%B0_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),2,0,,Q28913234,1
281,281,0,0,1,А.,А,П.,Чехов,В аптеке,ru.wikisource.org/wiki/%D0%92_%D0%B0%D0%BF%D1%82%D0%B5%D0%BA%D0%B5_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
282,282,1,0,1,А.,А,П.,Чехов,Дом с мезонином,ru.wikisource.org/wiki/%D0%94%D0%BE%D0%BC_%D1%81_%D0%BC%D0%B5%D0%B7%D0%BE%D0%BD%D0%B8%D0%BD%D0%BE%D0%BC_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),2,0,,Q28913234,1
283,283,0,0,1,А.,А,П.,Чехов,Анна на шее,ru.wikisource.org/wiki/%D0%90%D0%BD%D0%BD%D0%B0_%D0%BD%D0%B0_%D1%88%D0%B5%D0%B5_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
284,284,0,1,1,А.,А,П.,Чехов,Беззащитное существо,ru.wikisource.org/wiki/%D0%91%D0%B5%D0%B7%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%BD%D0%BE%D0%B5_%D1%81%D1%83%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),2,0,,Q28913234,1
285,285,0,0,1,А.,А,П.,Чехов,Медведь,ru.wikisource.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%8C_(%D0%A7%D0%B5%D1%85%D0%BE%D0%B2),1,0,,Q28913234,1
286,286,0,0,1,И.,И,А.,Бунин,Танька,,1,0,"(8, 11, 1953)",Q46602,1
287,287,0,0,1,И.,И,А.,Бунин,Лапти,,1,0,"(8, 11, 1953)",Q46602,1
288,288,0,0,1,И.,И,А.,Бунин,Сверчок,,1,0,"(8, 11, 1953)",Q46602,1
289,289,0,0,1,И.,И,А.,Бунин,Цифры,,1,0,"(8, 11, 1953)",Q46602,1
290,290,1,0,1,И.,И,А.,Бунин,Господин из Сан-Франциско,,2,0,"(8, 11, 1953)",Q46602,1
291,291,0,1,1,И.,И,А.,Бунин,Солнечный удар,,2,0,"(8, 11, 1953)",Q46602,1
292,292,0,0,1,И.,И,А.,Бунин,Иоанн-Рыдалец,,1,0,"(8, 11, 1953)",Q46602,1
293,293,0,0,1,И.,И,А.,Бунин,Чистый понедельник,,1,0,"(8, 11, 1953)",Q46602,1
294,294,0,0,1,И.,И,А.,Бунин,"Стихотворения:
Густой зелёный ельник у дороги
Осыпаются астры в садах
Перед закатом набежало
Вечер
Слово
Сказка
Помню долгий зимний вечер
Летняя ночь
Первым утренник, серебряным мороз
Ещё и холоден и сыр
Детство
Чистый понедельник
Родина В. Брюсов ??
За веком век
Труд",,1,0,"(8, 11, 1953)",Q46602,1
295,295,0,0,1,И.,И,А.,Бунин,Густой зелёный ельник у дороги,,1,0,"(8, 11, 1953)",Q46602,1
296,296,0,0,1,И.,И,А.,Бунин,Осыпаются астры в садах,,1,0,"(8, 11, 1953)",Q46602,1
297,297,0,0,1,И.,И,А.,Бунин,Перед закатом набежало,,1,0,"(8, 11, 1953)",Q46602,1
298,298,0,0,1,И.,И,А.,Бунин,Вечер,,1,0,"(8, 11, 1953)",Q46602,1
299,299,0,0,1,И.,И,А.,Бунин,Слово,,1,0,"(8, 11, 1953)",Q46602,1
300,300,0,0,1,И.,И,А.,Бунин,Сказка,,1,0,"(8, 11, 1953)",Q46602,1
301,301,0,0,1,И.,И,А.,Бунин,Помню долгий зимний вечер,,1,0,"(8, 11, 1953)",Q46602,1
302,302,0,0,1,И.,И,А.,Бунин,Летняя ночь,,1,0,"(8, 11, 1953)",Q46602,1
303,303,0,0,1,И.,И,А.,Бунин,"Первым утренник, серебряным мороз",,1,0,"(8, 11, 1953)",Q46602,1
304,304,0,0,1,И.,И,А.,Бунин,Ещё и холоден и сыр,,1,0,"(8, 11, 1953)",Q46602,1
305,305,0,0,1,И.,И,А.,Бунин,Детство,,1,0,"(8, 11, 1953)",Q46602,1
306,306,0,0,1,И.,И,А.,Бунин,Родина В. Брюсов ??,,1,0,"(8, 11, 1953)",Q46602,1
307,307,0,0,1,И.,И,А.,Бунин,За веком век,,1,0,"(8, 11, 1953)",Q46602,1
308,308,0,0,1,И.,И,А.,Бунин,Труд,,1,0,"(8, 11, 1953)",Q46602,1
309,309,0,0,1,К.,К,Д.,Бальмонт,У чудищ,ru.wikisource.org/wiki/%D0%A3_%D1%87%D1%83%D0%B4%D0%B8%D1%89_(%D0%91%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D1%82),1,0,"(23, 12, 1942)",Q314498,0
310,310,0,0,1,К.,К,Д.,Бальмонт,Осень — несколько стихотворений с таким названием,ru.wikisource.org/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D1%8C,1,0,"(23, 12, 1942)",Q314498,0
311,311,0,0,1,К.,К,Д.,Бальмонт,Снежинка,ru.wikisource.org/wiki/%D0%A1%D0%BD%D0%B5%D0%B6%D0%B8%D0%BD%D0%BA%D0%B0_(%D0%91%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D1%82),1,0,"(23, 12, 1942)",Q314498,0
312,312,0,0,1,К.,К,Д.,Бальмонт,Золотая рыбка,ru.wikisource.org/wiki/%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%B0%D1%8F_%D1%80%D1%8B%D0%B1%D0%BA%D0%B0_(%D0%91%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D1%82),1,0,"(23, 12, 1942)",Q314498,0
313,313,0,0,1,И.,И,С.,Шмелёв,Мартовская капель,,1,1,"(24, 6, 1950)",Q553718,1
314,314,0,0,1,И.,И,С.,Шмелёв,Как я встречался с Чеховым,,1,1,"(24, 6, 1950)",Q553718,1
315,315,0,0,1,И.,И,С.,Шмелёв,За карасями,,1,1,"(24, 6, 1950)",Q553718,1
316,316,0,0,1,К.,К,Г.,Паустовский,Рождение сказки (?),,1,1,"(14, 7, 1968)",Q368812,1
317,317,0,0,1,К.,К,Г.,Паустовский,Тёплый хлеб,ru.wikisource.orghttps://wikilivres.org/wiki/%D0%A2%D1%91%D0%BF%D0%BB%D1%8B%D0%B9_%D1%85%D0%BB%D0%B5%D0%B1_(%D0%9F%D0%B0%D1%83%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),1,1,"(14, 7, 1968)",Q368812,1
318,318,0,0,1,К.,К,Г.,Паустовский,Телеграмма,ru.wikisource.orghttps://wikilivres.org/wiki/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0_(%D0%9F%D0%B0%D1%83%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),1,1,"(14, 7, 1968)",Q368812,1
319,319,0,0,1,И.,И,,Северянин,В парке плакала девочка,ru.wikisource.orghttps://wikilivres.org/wiki/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0_(%D0%9F%D0%B0%D1%83%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),1,0,,Q18601089,1
320,320,0,0,1,И.,И,,Северянин,Что шепчет парк,ru.wikisource.orghttps://wikilivres.org/wiki/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0_(%D0%9F%D0%B0%D1%83%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9),1,0,,Q18601089,1
321,321,0,0,1,А.,А,М.,Ремизов,Змей,,1,1,"(26, 11, 1957)",Q1340503,1
322,322,1,0,1,Е.,Е,И.,Замятин,Мы,ru.wikisource.org/wiki/%D0%9C%D1%8B_(%D0%97%D0%B0%D0%BC%D1%8F%D1%82%D0%B8%D0%BD),2,0,,,1
323,323,0,0,1,Е.,Е,И.,Замятин,Огненное А,ru.wikisource.org/wiki/%D0%9C%D1%8B_(%D0%97%D0%B0%D0%BC%D1%8F%D1%82%D0%B8%D0%BD),1,0,,,1
324,324,0,1,1,А.,А,И.,Куприн,Олеся,ru.wikisource.org/wiki/%D0%9E%D0%BB%D0%B5%D1%81%D1%8F_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD),2,0,"(25, 8, 1938)",Q271457,0
325,325,1,1,1,А.,А,И.,Куприн,Гранатовый браслет,ru.wikisource.org/wiki/%D0%93%D1%80%D0%B0%D0%BD%D0%B0%D1%82%D0%BE%D0%B2%D1%8B%D0%B9_%D0%B1%D1%80%D0%B0%D1%81%D0%BB%D0%B5%D1%82_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD),3,0,"(25, 8, 1938)",Q271457,0
326,326,0,0,1,А.,А,И.,Куприн,Поединок,ru.wikisource.org/wiki/%D0%9F%D0%BE%D0%B5%D0%B4%D0%B8%D0%BD%D0%BE%D0%BA_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD),1,0,"(25, 8, 1938)",Q271457,0
327,327,0,0,1,А.,А,И.,Куприн,Тапёр,ru.wikisource.org/wiki/%D0%A2%D0%B0%D0%BF%D1%91%D1%80_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD),1,0,"(25, 8, 1938)",Q271457,0
328,328,0,0,1,А.,А,И.,Куприн,Мой полёт,ru.wikisource.org/wiki/%D0%A2%D0%B0%D0%BF%D1%91%D1%80_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD),1,0,"(25, 8, 1938)",Q271457,0
329,329,0,0,1,А.,А,И.,Куприн,Добрый доктор,ru.wikisource.org/wiki/%D0%A2%D0%B0%D0%BF%D1%91%D1%80_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD),1,0,"(25, 8, 1938)",Q271457,0
330,330,0,1,1,А.,А,И.,Куприн,Белый пудель,ru.wikisource.org/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9_%D0%BF%D1%83%D0%B4%D0%B5%D0%BB%D1%8C_(%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D0%BD),2,0,"(25, 8, 1938)",Q271457,0
331,331,0,0,1,М.,М,,Горький,Мещане,ru.wikisource.org/wiki/%D0%9C%D0%B5%D1%89%D0%B0%D0%BD%D0%B5_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9),1,0,,Q1250779,1
332,332,0,0,1,М.,М,,Горький,Егор Булычёв и другие,ru.wikisource.org/wiki/%D0%9C%D0%B5%D1%89%D0%B0%D0%BD%D0%B5_(%D0%93%D0%BE%D1%80%D1%8C%D0%BA%D0%B8%D0%B9),1,0,,Q1250779,1
