;Имя;Отчество;Фамилия;Название;PDF;Wiki;Ссылка
539;М.;И.;Цветаева;Родина;0;1;ru.wikisource.org/wiki/%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0_(%D0%A6%D0%B2%D0%B5%D1%82%D0%B0%D0%B5%D0%B2%D0%B0)
540;М.;И.;Цветаева;Мне нравится, что вы больны не мною;0;1;ru.wikisource.org/wiki/%D0%9C%D0%BD%D0%B5_%D0%BD%D1%80%D0%B0%D0%B2%D0%B8%D1%82%D1%81%D1%8F,_%D1%87%D1%82%D0%BE_%D0%B2%D1%8B_%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B_%D0%BD%D0%B5_%D0%BC%D0%BD%D0%BE%D1%8E
541;М.;И.;Цветаева;Откуда такая нежность?;0;1;ru.wikisource.org/wiki/%D0%9E%D1%82%D0%BA%D1%83%D0%B4%D0%B0_%D1%82%D0%B0%D0%BA%D0%B0%D1%8F_%D0%BD%D0%B5%D0%B6%D0%BD%D0%BE%D1%81%D1%82%D1%8C%3F
542;М.;И.;Цветаева;Стихи к Блоку;0;1;ru.wikisource.org/wiki/%D0%A1%D1%82%D0%B8%D1%85%D0%B8_%D0%BA_%D0%91%D0%BB%D0%BE%D0%BA%D1%83
543;М.;И.;Цветаева;Из цикла Ахматовой;0;1;ru.wikisource.org/wiki/%D0%90%D1%85%D0%BC%D0%B0%D1%82%D0%BE%D0%B2%D0%BE%D0%B9_(%D0%A6%D0%B2%D0%B5%D1%82%D0%B0%D0%B5%D0%B2%D0%B0)
544;Библия;;;Библия для детей;0;1;
545;Библия;;;Новый завет;0;1;ru.wikisource.org/wiki/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9_%D0%B7%D0%B0%D0%B2%D0%B5%D1%82
546;М.;В.;Ломоносов;Ода на день восшествия на престол Елисаветы Петровны;0;1;ru.wikisource.org/wiki/%D0%9E%D0%B4%D0%B0_%D0%BD%D0%B0_%D0%B4%D0%B5%D0%BD%D1%8C_%D0%B2%D0%BE%D1%81%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F_%D0%BD%D0%B0_%D0%BF%D1%80%D0%B5%D1%81%D1%82%D0%BE%D0%BB_%D0%95%D0%BB%D0%B8%D1%81%D0%B0%D0%B2%D0%B5%D1%82%D1%8B_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%BD%D1%8B
547;М.;В.;Ломоносов;Вечернее размышление о Божием величестве при случае великого северного сияния;0;1;ru.wikisource.org/wiki/%D0%92%D0%B5%D1%87%D0%B5%D1%80%D0%BD%D0%B5%D0%B5_%D1%80%D0%B0%D0%B7%D0%BC%D1%8B%D1%88%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BE_%D0%91%D0%BE%D0%B6%D0%B8%D0%B5%D0%BC_%D0%B2%D0%B5%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5_%D0%BF%D1%80%D0%B8_%D1%81%D0%BB%D1%83%D1%87%D0%B0%D0%B5_%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B3%D0%BE_%D1%81%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D0%BE%D0%B3%D0%BE_%D1%81%D0%B8%D1%8F%D0%BD%D0%B8%D1%8F
548;М.;В.;Ломоносов;Разговор с Анакреонтом;0;1;ru.wikisource.org/wiki/%D0%A0%D0%B0%D0%B7%D0%B3%D0%BE%D0%B2%D0%BE%D1%80_%D1%81_%D0%90%D0%BD%D0%B0%D0%BA%D1%80%D0%B5%D0%BE%D0%BD%D1%82%D0%BE%D0%BC
549;М.;В.;Ломоносов;Случились вместе два астронома в пиру;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BB%D1%83%D1%87%D0%B8%D0%BB%D0%B8%D1%81%D1%8C_%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B5_%D0%B4%D0%B2%D0%B0_%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BD%D0%BE%D0%BC%D0%B0_%D0%B2_%D0%BF%D0%B8%D1%80%D1%83
550;М.;В.;Ломоносов;К статуе Петра Великого;0;1;ru.wikisource.org/wiki/%D0%9A_%D1%81%D1%82%D0%B0%D1%82%D1%83%D0%B5_%D0%9F%D0%B5%D1%82%D1%80%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B3%D0%BE
551;К.;Г.;Паустовский;Рождение сказки (?);0;1;
552;К.;Г.;Паустовский;Тёплый хлеб;0;1;ru.wikisource.orghttps://wikilivres.org/wiki/%D0%A2%D1%91%D0%BF%D0%BB%D1%8B%D0%B9_%D1%85%D0%BB%D0%B5%D0%B1_(%D0%9F%D0%B0%D1%83%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
553;К.;Г.;Паустовский;Телеграмма;0;1;ru.wikisource.orghttps://wikilivres.org/wiki/%D0%A2%D0%B5%D0%BB%D0%B5%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0_(%D0%9F%D0%B0%D1%83%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
554;Г. X. Андерсен;;;Соловей;0;1;"ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BE%D0%B2%D0%B5%D0%B9_(%D0%90%D0%BD%D0%B4%D0%B5%D1%80%D1%81%D0%B5%D0%BD;_%D0%93%D0%B0%D0%BD%D0%B7%D0%B5%D0%BD)"
555;Л.;;Кэрролл;"Алиса в стране чудес
Соня въ царствѣ дива (переводчик неизвестен, 1879 г., дореформенная орфография)
Аня в стране чудес (перевод В. Набокова)";0;1;ru.wikisource.org/wiki/%D0%90%D0%BB%D0%B8%D1%81%D0%B0_%D0%B2_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B5_%D1%87%D1%83%D0%B4%D0%B5%D1%81
556;Л.;;Кэрролл;Соня въ царствѣ дива (переводчик неизвестен, 1879 г., дореформенная орфография);0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
557;Л.;;Кэрролл;Аня в стране чудес (перевод В. Набокова);0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
558;Чингиз;;Айтматов;И дольше века длится день…;0;1;
559;Чингиз;;Айтматов;Плаха;0;1;
560;Э.;А.;По;Лягушонок;0;1;ru.wikisource.org/wiki/%D0%9B%D1%8F%D0%B3%D1%83%D1%88%D0%BE%D0%BD%D0%BE%D0%BA
561;А.;Н.;Майков;Рассвет;0;1;ru.wikisource.org/wiki/%D0%A0%D0%B0%D1%81%D1%81%D0%B2%D0%B5%D1%82_(%D0%9C%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2)
562;А.;Н.;Майков;Осень;0;1;ru.wikisource.org/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D1%8C_(%D0%9C%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2)
563;А.;Н.;Майков;Пейзаж;0;1;ru.wikisource.org/wiki/%D0%9F%D0%B5%D0%B9%D0%B7%D0%B0%D0%B6_(%D0%9C%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2)
564;И.;А.;Крылов;Ворона и Лисица;0;1;ru.wikisource.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%B0_%D0%B8_%D0%9B%D0%B8%D1%81%D0%B8%D1%86%D0%B0_(%D0%9A%D1%80%D1%8B%D0%BB%D0%BE%D0%B2)
565;И.;А.;Крылов;Квартет;0;1;ru.wikisource.org/wiki/%D0%9A%D0%B2%D0%B0%D1%80%D1%82%D0%B5%D1%82
566;И.;А.;Крылов;Лебедь, рак и щука;0;1;ru.wikisource.org/wiki/%D0%9B%D0%B5%D0%B1%D0%B5%D0%B4%D1%8C,_%D0%A9%D1%83%D0%BA%D0%B0_%D0%B8_%D0%A0%D0%B0%D0%BA_(%D0%9A%D1%80%D1%8B%D0%BB%D0%BE%D0%B2)
567;И.;А.;Крылов;Свинья под дубом;0;1;ru.wikisource.org/wiki/%D0%A1%D0%B2%D0%B8%D0%BD%D1%8C%D1%8F_%D0%BF%D0%BE%D0%B4_%D0%B4%D1%83%D0%B1%D0%BE%D0%BC
568;И.;А.;Крылов;Волк и Ягнёнок;0;1;ru.wikisource.org/wiki/%D0%92%D0%BE%D0%BB%D0%BA_%D0%B8_%D0%AF%D0%B3%D0%BD%D1%91%D0%BD%D0%BE%D0%BA_(%D0%9A%D1%80%D1%8B%D0%BB%D0%BE%D0%B2)
569;И.;А.;Крылов;Демьянова уха;0;1;ru.wikisource.org/wiki/%D0%94%D0%B5%D0%BC%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0_%D1%83%D1%85%D0%B0
570;И.;А.;Крылов;Лжец;0;1;ru.wikisource.org/wiki/%D0%9B%D0%B6%D0%B5%D1%86
571;И.;А.;Крылов;Любопытный;0;1;ru.wikisource.org/wiki/%D0%9B%D1%8E%D0%B1%D0%BE%D0%BF%D1%8B%D1%82%D0%BD%D1%8B%D0%B9_(%D0%9A%D1%80%D1%8B%D0%BB%D0%BE%D0%B2)
572;И.;А.;Крылов;Две бочки;0;1;ru.wikisource.org/wiki/%D0%94%D0%B2%D0%B5_%D0%B1%D0%BE%D1%87%D0%BA%D0%B8
573;И.;А.;Крылов;Волк на псарне;0;1;ru.wikisource.org/wiki/%D0%92%D0%BE%D0%BB%D0%BA_%D0%BD%D0%B0_%D0%BF%D1%81%D0%B0%D1%80%D0%BD%D0%B5
574;И.;А.;Крылов;Осёл и соловей;0;1;ru.wikisource.org/wiki/%D0%9E%D1%81%D1%91%D0%BB_%D0%B8_%D1%81%D0%BE%D0%BB%D0%BE%D0%B2%D0%B5%D0%B9
575;И.;А.;Крылов;Лягушки, просящие царя;0;1;ru.wikisource.org/wiki/%D0%9B%D1%8F%D0%B3%D1%83%D1%88%D0%BA%D0%B8,_%D0%BF%D1%80%D0%BE%D1%81%D1%8F%D1%89%D0%B8%D0%B5_%D1%86%D0%B0%D1%80%D1%8F
576;И.;А.;Крылов;Слон и Моська;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BB%D0%BE%D0%BD_%D0%B8_%D0%9C%D0%BE%D1%81%D1%8C%D0%BA%D0%B0
577;И.;А.;Крылов;Петух и Жемчужное зерно;0;1;ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%82%D1%83%D1%85_%D0%B8_%D0%96%D0%B5%D0%BC%D1%87%D1%83%D0%B6%D0%BD%D0%BE%D0%B5_%D0%B7%D0%B5%D1%80%D0%BD%D0%BE
578;В.;;Белинский;Сочинения Александра Пушкина (Пушкин);0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
579;В.;;Белинский;Стихотворения М. Лермонтова (Лермонтов);0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
580;В.;;Белинский;Герой нашего времени. Сочинение М.Ю.Лермонтова (Лермонтов);0;1;ru.wikisource.org/wiki/%D0%93%D0%B5%D1%80%D0%BE%D0%B9_%D0%BD%D0%B0%D1%88%D0%B5%D0%B3%D0%BE_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B8._%D0%A1%D0%BE%D1%87%D0%B8%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_%D0%9C.%D0%AE.%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2%D0%B0
581;И.;С.;Никитин;Русь;0;1;ru.wikisource.org/wiki/%D0%A0%D1%83%D1%81%D1%8C_(%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B8%D0%BD)
582;И.;С.;Никитин;Утро;0;1;ru.wikisource.org/wiki/%D0%A3%D1%82%D1%80%D0%BE_(%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B8%D0%BD)
583;И.;С.;Никитин;Встреча зимы;0;1;ru.wikisource.org/wiki/%D0%92%D1%81%D1%82%D1%80%D0%B5%D1%87%D0%B0_%D0%B7%D0%B8%D0%BC%D1%8B
584;И.;С.;Никитин;Ярко звезд мерцанье;0;1;ru.wikisource.org/wiki/%D0%AF%D1%80%D0%BA%D0%BE_%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4_%D0%BC%D0%B5%D1%80%D1%86%D0%B0%D0%BD%D1%8C%D0%B5
585;И.;С.;Никитин;Лес;0;1;ru.wikisource.org/wiki/%D0%9B%D0%B5%D1%81_(%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B8%D0%BD)
586;Б.;Л.;Пастернак;Доктор Живаго;0;1;
587;Устное народное творчество;;;Помню, я ещё младшенька была…;0;1;ru.wikisource.org/wiki/%D0%9F%D0%BE%D0%BC%D0%BD%D1%8E,_%D1%8F_%D0%B5%D1%89%D1%91_%D0%BC%D0%BB%D0%B0%D0%B4%D1%88%D0%B5%D0%BD%D1%8C%D0%BA%D0%B0_%D0%B1%D1%8B%D0%BB%D0%B0
588;Устное народное творчество;;;Ай вы, ветры, ветры буйные…;0;1;ru.wikisource.org/wiki/%D0%90%D0%B9_%D0%B2%D1%8B,_%D0%B2%D0%B5%D1%82%D1%80%D1%8B,_%D0%B2%D0%B5%D1%82%D1%80%D1%8B_%D0%B1%D1%83%D0%B9%D0%BD%D1%8B%D0%B5
589;Джеймс;;Олдридж;"Отец и сын (рассказ; по повести Последний дюйм (его же))";0;1;ru.wikisource.org/wiki/%D0%9E%D1%82%D0%B5%D1%86_%D0%B8_%D1%81%D1%8B%D0%BD
590;Ю.;Н.;Тынянов;Смерть Вазир-Мухтара;0;1;
591;Михаил;;Пришвин;Кладовая солнца;0;1;ru.wikisource.orghttps://wikilivres.org/wiki/%D0%9A%D0%BB%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%D1%8F_%D1%81%D0%BE%D0%BB%D0%BD%D1%86%D0%B0_(%D0%9F%D1%80%D0%B8%D1%88%D0%B2%D0%B8%D0%BD)
592;Даниэль;;Дефо;Робинзон Крузо;0;1;ru.wikisource.org/wiki/%D0%A0%D0%BE%D0%B1%D0%B8%D0%BD%D0%B7%D0%BE%D0%BD_%D0%9A%D1%80%D1%83%D0%B7%D0%BE
593;Г.;Р.;Державин;Властителям и судиям;0;1;ru.wikisource.org/wiki/%D0%92%D0%BB%D0%B0%D1%81%D1%82%D0%B8%D1%82%D0%B5%D0%BB%D1%8F%D0%BC_%D0%B8_%D1%81%D1%83%D0%B4%D0%B8%D1%8F%D0%BC
594;Г.;Р.;Державин;Снигирь;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BD%D0%B8%D0%B3%D0%B8%D1%80%D1%8C
595;Г.;Р.;Державин;Признание;0;1;ru.wikisource.org/wiki/%D0%9F%D1%80%D0%B8%D0%B7%D0%BD%D0%B0%D0%BD%D0%B8%D0%B5_(%D0%94%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%B8%D0%BD)
596;Г.;Р.;Державин;На птичку;0;1;ru.wikisource.org/wiki/%D0%9D%D0%B0_%D0%BF%D1%82%D0%B8%D1%87%D0%BA%D1%83
597;Г.;Р.;Державин;Памятник;0;1;ru.wikisource.org/wiki/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_(%D0%94%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%B8%D0%BD)
598;Г.;Р.;Державин;Река времён в своём стремленьи;0;1;ru.wikisource.org/wiki/%D0%A0%D0%B5%D0%BA%D0%B0_%D0%B2%D1%80%D0%B5%D0%BC%D1%91%D0%BD_%D0%B2_%D1%81%D0%B2%D0%BE%D1%91%D0%BC_%D1%81%D1%82%D1%80%D0%B5%D0%BC%D0%BB%D0%B5%D0%BD%D1%8C%D0%B8
599;Дмитрий;;Фурманов;Чапаев;0;1;
600;Николай;;Заболоцкий;Не позволяй душе лениться…;0;1;
601;Николай;;Заболоцкий;Журавли;0;1;
602;Николай;;Заболоцкий;Одинокий дуб;0;1;
603;Николай;;Заболоцкий;Я не ищу гармонии в природе;0;1;
604;Николай;;Заболоцкий;О красоте человеческих лиц;0;1;
605;Николай;;Заболоцкий;Где-то в поле возле Магадана;0;1;
606;Николай;;Заболоцкий;Можжевеловый куст;0;1;
607;Николай;;Заболоцкий;Завещание;0;1;
608;Николай;;Заболоцкий;Я воспитан природой суровой;0;1;
615;В.;А.;Жуковский;Светлана;0;1;ru.wikisource.org/wiki/%D0%A1%D0%B2%D0%B5%D1%82%D0%BB%D0%B0%D0%BD%D0%B0_(%D0%96%D1%83%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
616;В.;А.;Жуковский;Кубок;0;1;"ru.wikisource.org/wiki/%D0%9A%D1%83%D0%B1%D0%BE%D0%BA_(%D0%A8%D0%B8%D0%BB%D0%BB%D0%B5%D1%80;_%D0%96%D1%83%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)"
617;В.;А.;Жуковский;Спящая царевна;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BF%D1%8F%D1%89%D0%B0%D1%8F_%D1%86%D0%B0%D1%80%D0%B5%D0%B2%D0%BD%D0%B0_(%D0%96%D1%83%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
618;В.;А.;Жуковский;Лесной царь;0;1;"ru.wikisource.org/wiki/%D0%9B%D0%B5%D1%81%D0%BD%D0%BE%D0%B9_%D1%86%D0%B0%D1%80%D1%8C_(%D0%93%D1%91%D1%82%D0%B5;_%D0%96%D1%83%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)"
619;В.;А.;Жуковский;Перчатка;0;1;ru.wikisource.org/wiki/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B0_(%D0%96%D1%83%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
620;В.;А.;Жуковский;Сельское кладбище;0;1;"ru.wikisource.org/wiki/%D0%A1%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5_%D0%BA%D0%BB%D0%B0%D0%B4%D0%B1%D0%B8%D1%89%D0%B5_(%D0%93%D1%80%D0%B5%D0%B9;_%D0%96%D1%83%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,_1839)"
621;В.;А.;Жуковский;Приход весны;0;1;ru.wikisource.org/wiki/%D0%9F%D1%80%D0%B8%D1%85%D0%BE%D0%B4_%D0%B2%D0%B5%D1%81%D0%BD%D1%8B_(%D0%96%D1%83%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9)
622;Дж.;;Родари;Приключения Чиполлино;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
623;Дж.;;Родари;Джельсомино в Стране Лжецов;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
624;Дж.;;Родари;Чем пахнут ремёсла;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
625;Н.;М.;Рубцов;Звезда полей;0;1;
626;Н.;М.;Рубцов;Тихая моя родина…;0;1;
627;Н.;М.;Рубцов;Посвящение другу;0;1;
628;Сказки;;;Тысяча и одна ночь;0;1;ru.wikisource.org/wiki/%D0%A2%D1%8B%D1%81%D1%8F%D1%87%D0%B0_%D0%B8_%D0%BE%D0%B4%D0%BD%D0%B0_%D0%BD%D0%BE%D1%87%D1%8C
629;Сказки;;;Путешествие Синдбада-морехода;0;1;ru.wikisource.org/wiki/%D0%A2%D1%8B%D1%81%D1%8F%D1%87%D0%B0_%D0%B8_%D0%BE%D0%B4%D0%BD%D0%B0_%D0%BD%D0%BE%D1%87%D1%8C
630;Д.;И.;Писарев;Обломов (Гончаров);0;1;ru.wikisource.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%98._%D0%90._%D0%93%D0%BE%D0%BD%D1%87%D0%B0%D1%80%D0%BE%D0%B2%D0%B0_%C2%AB%D0%9E%D0%B1%D0%BB%D0%BE%D0%BC%D0%BE%D0%B2%C2%BB_(%D0%9F%D0%B8%D1%81%D0%B0%D1%80%D0%B5%D0%B2)
631;Д.;И.;Писарев;Базаров (Тургенев);0;1;ru.wikisource.org/wiki/%D0%91%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2
632;Н.;А.;Добролюбов;Луч света в тёмном царстве (Островский);0;1;ru.wikisource.org/wiki/%D0%93%D0%B5%D1%80%D0%BE%D0%B9_%D0%BD%D0%B0%D1%88%D0%B5%D0%B3%D0%BE_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B8._%D0%A1%D0%BE%D1%87%D0%B8%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_%D0%9C.%D0%AE.%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2%D0%B0
633;Н.;А.;Добролюбов;Что такое обломовщина? (Гончаров);0;1;ru.wikisource.org/wiki/%D0%93%D0%B5%D1%80%D0%BE%D0%B9_%D0%BD%D0%B0%D1%88%D0%B5%D0%B3%D0%BE_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B8._%D0%A1%D0%BE%D1%87%D0%B8%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_%D0%9C.%D0%AE.%D0%9B%D0%B5%D1%80%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2%D0%B0
634;Исторические;;песни;Ермак готовится к походу на Сибирь;0;1;ru.wikisource.org/wiki/%D0%95%D1%80%D0%BC%D0%B0%D0%BA_%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%B8%D1%82%D1%81%D1%8F_%D0%BA_%D0%BF%D0%BE%D1%85%D0%BE%D0%B4%D1%83_%D0%BD%D0%B0_%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D1%8C
635;Исторические;;песни;Пугачёв в темнице;0;1;ru.wikisource.org/wiki/%D0%9F%D1%83%D0%B3%D0%B0%D1%87%D1%91%D0%B2_%D0%B2_%D1%82%D0%B5%D0%BC%D0%BD%D0%B8%D1%86%D0%B5
638;Михаил;;Зощенко;Великие путешественники;0;1;
639;Михаил;;Зощенко;Галоша;0;1;
640;Михаил;;Зощенко;Встреча;0;1;
641;Михаил;;Зощенко;Монтёр;0;1;
642;Р.;Р.;Толкин;Хоббит, или Туда и обратно;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BE%D0%BD%D1%8F_%D0%B2_%D1%86%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5_%D0%B4%D0%B8%D0%B2%D0%B0_(%D0%9A%D1%8D%D1%80%D1%80%D0%BE%D0%BB%D0%BB)/1879_(%D0%94%D0%9E)
643;Анна;;Ахматова;Реквием;0;1;
644;Анна;;Ахматова;Мужество;0;1;
645;Анна;;Ахматова;А там мой мраморный двойник;0;1;
646;Анна;;Ахматова;Стихи о Петербурге;0;1;
647;Анна;;Ахматова;Песня о песне;0;1;
648;Анна;;Ахматова;Молитва;0;1;
649;Анна;;Ахматова;Сразу стало тихо в доме;0;1;
650;Анна;;Ахматова;Я спросила у кукушки;0;1;
651;Анна;;Ахматова;Мне голос был;0;1;
652;Анна;;Ахматова;Дальний глас;0;1;
653;Анна;;Ахматова;Муза;0;1;
654;Анна;;Ахматова;Двустишие;0;1;
655;Анна;;Ахматова;Пушкин;0;1;
656;Анна;;Ахматова;Перед весной бывают дни такие…;0;1;
657;Анна;;Ахматова;Клятва;0;1;
658;Анна;;Ахматова;Песня мира;0;1;
659;Анна;;Ахматова;Сероглазый король;0;1;
660;Анна;;Ахматова;Из книги „Четки“;0;1;
661;Анна;;Ахматова;Из книги „Белая стая“;0;1;
662;Анна;;Ахматова;Из книги „Вечер“;0;1;
663;Анна;;Ахматова;Из книги „Подорожник“;0;1;
664;Анна;;Ахматова;Из книги „ANNO DOMINI“;0;1;
665;Анна;;Ахматова;Из книги „Тростник“;0;1;
666;Анна;;Ахматова;Ветер войны;0;1;
667;Анна;;Ахматова;Не с теми я, кто бросил землю;0;1;
668;Анна;;Ахматова;Что ты бродишь неприкаянный…;0;1;
669;Анна;;Ахматова;И упало каменное слово;0;1;
670;О.;;Генри;Дары волхвов;0;1;ru.wikisource.org/wiki/%D0%9E%D1%82%D0%B5%D1%86_%D0%B8_%D1%81%D1%8B%D0%BD
671;И.;С.;Шмелёв;Мартовская капель;0;1;
672;И.;С.;Шмелёв;Как я встречался с Чеховым;0;1;
673;И.;С.;Шмелёв;За карасями;0;1;
674;К.;Д.;Бальмонт;У чудищ;0;1;ru.wikisource.org/wiki/%D0%A3_%D1%87%D1%83%D0%B4%D0%B8%D1%89_(%D0%91%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D1%82)
675;К.;Д.;Бальмонт;Осень — несколько стихотворений с таким названием;0;1;ru.wikisource.org/wiki/%D0%9E%D1%81%D0%B5%D0%BD%D1%8C
676;К.;Д.;Бальмонт;Снежинка;0;1;ru.wikisource.org/wiki/%D0%A1%D0%BD%D0%B5%D0%B6%D0%B8%D0%BD%D0%BA%D0%B0_(%D0%91%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D1%82)
677;К.;Д.;Бальмонт;Золотая рыбка;0;1;ru.wikisource.org/wiki/%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%B0%D1%8F_%D1%80%D1%8B%D0%B1%D0%BA%D0%B0_(%D0%91%D0%B0%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D1%82)
678;К.;;Булычёв;Заповедник сказок;0;1;
679;К.;;Булычёв;Когда мне было 12 лет;0;1;
680;Р.;;Бернс;Честная бедность;0;1;ru.wikisource.org/wiki/%D0%93%D0%B0%D0%BC%D0%BB%D0%B5%D1%82
